Country_Code,Country,Year,Series,Value
212,Dominica,2022,Total fertility rate (children per women),1.6
212,Dominica,2022,"Infant mortality for both sexes (per 1,000 live births)",11.4
212,Dominica,2022,Life expectancy at birth for both sexes (years),73
212,Dominica,2022,Life expectancy at birth for males (years),69.9
212,Dominica,2022,Life expectancy at birth for females (years),76.5
214,Dominican Republic,2010,Population annual rate of increase (percent),1.3
214,Dominican Republic,2010,Total fertility rate (children per women),2.5
214,Dominican Republic,2010,"Infant mortality for both sexes (per 1,000 live births)",28.5
214,Dominican Republic,2010,"Maternal mortality ratio (deaths per 100,000 population)",92
214,Dominican Republic,2010,Life expectancy at birth for both sexes (years),72.1
214,Dominican Republic,2010,Life expectancy at birth for males (years),68.9
214,Dominican Republic,2010,Life expectancy at birth for females (years),75.7
214,Dominican Republic,2015,Population annual rate of increase (percent),1.2
214,Dominican Republic,2015,Total fertility rate (children per women),2.4
214,Dominican Republic,2015,"Infant mortality for both sexes (per 1,000 live births)",28.3
214,Dominican Republic,2015,"Maternal mortality ratio (deaths per 100,000 population)",99
214,Dominican Republic,2015,Life expectancy at birth for both sexes (years),73
214,Dominican Republic,2015,Life expectancy at birth for males (years),69.8
214,Dominican Republic,2015,Life expectancy at birth for females (years),76.4
214,Dominican Republic,2020,Population annual rate of increase (percent),1.1
214,Dominican Republic,2020,Total fertility rate (children per women),2.3
214,Dominican Republic,2020,"Infant mortality for both sexes (per 1,000 live births)",27.4
214,Dominican Republic,2020,"Maternal mortality ratio (deaths per 100,000 population)",107
214,Dominican Republic,2020,Life expectancy at birth for both sexes (years),72.9
214,Dominican Republic,2020,Life expectancy at birth for males (years),69.4
214,Dominican Republic,2020,Life expectancy at birth for females (years),76.9
214,Dominican Republic,2022,Population annual rate of increase (percent),0.9
214,Dominican Republic,2022,Total fertility rate (children per women),2.2
214,Dominican Republic,2022,"Infant mortality for both sexes (per 1,000 live births)",24.4
214,Dominican Republic,2022,Life expectancy at birth for both sexes (years),74.2
214,Dominican Republic,2022,Life expectancy at birth for males (years),71
214,Dominican Republic,2022,Life expectancy at birth for females (years),77.5
218,Ecuador,2010,Population annual rate of increase (percent),1.6
218,Ecuador,2010,Total fertility rate (children per women),2.6
218,Ecuador,2010,"Infant mortality for both sexes (per 1,000 live births)",16
218,Ecuador,2010,"Maternal mortality ratio (deaths per 100,000 population)",76
218,Ecuador,2010,Life expectancy at birth for both sexes (years),75.4
218,Ecuador,2010,Life expectancy at birth for males (years),72.5
218,Ecuador,2010,Life expectancy at birth for females (years),78.5
218,Ecuador,2015,Population annual rate of increase (percent),1.5
218,Ecuador,2015,Total fertility rate (children per women),2.3
218,Ecuador,2015,"Infant mortality for both sexes (per 1,000 live births)",13
218,Ecuador,2015,"Maternal mortality ratio (deaths per 100,000 population)",66
218,Ecuador,2015,Life expectancy at birth for both sexes (years),76.8
218,Ecuador,2015,Life expectancy at birth for males (years),74.4
218,Ecuador,2015,Life expectancy at birth for females (years),79.2
218,Ecuador,2020,Population annual rate of increase (percent),1.2
218,Ecuador,2020,Total fertility rate (children per women),2.1
218,Ecuador,2020,"Infant mortality for both sexes (per 1,000 live births)",11
218,Ecuador,2020,"Maternal mortality ratio (deaths per 100,000 population)",66
218,Ecuador,2020,Life expectancy at birth for both sexes (years),72.2
218,Ecuador,2020,Life expectancy at birth for males (years),68.8
218,Ecuador,2020,Life expectancy at birth for females (years),76.1
218,Ecuador,2022,Population annual rate of increase (percent),1.1
218,Ecuador,2022,Total fertility rate (children per women),2
218,Ecuador,2022,"Infant mortality for both sexes (per 1,000 live births)",10.7
218,Ecuador,2022,Life expectancy at birth for both sexes (years),77.9
218,Ecuador,2022,Life expectancy at birth for males (years),75.3
218,Ecuador,2022,Life expectancy at birth for females (years),80.5
818,Egypt,2010,Population annual rate of increase (percent),2.1
818,Egypt,2010,Total fertility rate (children per women),3.2
818,Egypt,2010,"Infant mortality for both sexes (per 1,000 live births)",23.8
818,Egypt,2010,"Maternal mortality ratio (deaths per 100,000 population)",38
818,Egypt,2010,Life expectancy at birth for both sexes (years),69.7
818,Egypt,2010,Life expectancy at birth for males (years),67.1
818,Egypt,2010,Life expectancy at birth for females (years),72.3
818,Egypt,2015,Population annual rate of increase (percent),2.1
818,Egypt,2015,Total fertility rate (children per women),3.4
818,Egypt,2015,"Infant mortality for both sexes (per 1,000 live births)",19.6
818,Egypt,2015,"Maternal mortality ratio (deaths per 100,000 population)",24
818,Egypt,2015,Life expectancy at birth for both sexes (years),70.5
818,Egypt,2015,Life expectancy at birth for males (years),68
818,Egypt,2015,Life expectancy at birth for females (years),73.1
818,Egypt,2020,Population annual rate of increase (percent),1.7
818,Egypt,2020,Total fertility rate (children per women),3
818,Egypt,2020,"Infant mortality for both sexes (per 1,000 live births)",16.4
818,Egypt,2020,"Maternal mortality ratio (deaths per 100,000 population)",17
818,Egypt,2020,Life expectancy at birth for both sexes (years),71
818,Egypt,2020,Life expectancy at birth for males (years),68.7
818,Egypt,2020,Life expectancy at birth for females (years),73.4
818,Egypt,2022,Population annual rate of increase (percent),1.5
818,Egypt,2022,Total fertility rate (children per women),2.9
818,Egypt,2022,"Infant mortality for both sexes (per 1,000 live births)",16
818,Egypt,2022,Life expectancy at birth for both sexes (years),70.2
818,Egypt,2022,Life expectancy at birth for males (years),67.9
818,Egypt,2022,Life expectancy at birth for females (years),72.6
222,El Salvador,2010,Population annual rate of increase (percent),0.4
222,El Salvador,2010,Total fertility rate (children per women),2.2
222,El Salvador,2010,"Infant mortality for both sexes (per 1,000 live births)",16.3
222,El Salvador,2010,"Maternal mortality ratio (deaths per 100,000 population)",36
222,El Salvador,2010,Life expectancy at birth for both sexes (years),71.8
222,El Salvador,2010,Life expectancy at birth for males (years),67.2
222,El Salvador,2010,Life expectancy at birth for females (years),76.2
222,El Salvador,2015,Population annual rate of increase (percent),0.3
222,El Salvador,2015,Total fertility rate (children per women),2.1
222,El Salvador,2015,"Infant mortality for both sexes (per 1,000 live births)",13.1
222,El Salvador,2015,"Maternal mortality ratio (deaths per 100,000 population)",44
222,El Salvador,2015,Life expectancy at birth for both sexes (years),71.8
222,El Salvador,2015,Life expectancy at birth for males (years),66.8
222,El Salvador,2015,Life expectancy at birth for females (years),76.6
222,El Salvador,2020,Population annual rate of increase (percent),0.4
222,El Salvador,2020,Total fertility rate (children per women),1.8
222,El Salvador,2020,"Infant mortality for both sexes (per 1,000 live births)",11
222,El Salvador,2020,"Maternal mortality ratio (deaths per 100,000 population)",43
222,El Salvador,2020,Life expectancy at birth for both sexes (years),71.1
222,El Salvador,2020,Life expectancy at birth for males (years),66.4
222,El Salvador,2020,Life expectancy at birth for females (years),75.4
222,El Salvador,2022,Population annual rate of increase (percent),0.4
222,El Salvador,2022,Total fertility rate (children per women),1.8
222,El Salvador,2022,"Infant mortality for both sexes (per 1,000 live births)",9.9
222,El Salvador,2022,Life expectancy at birth for both sexes (years),71.5
222,El Salvador,2022,Life expectancy at birth for males (years),66.8
222,El Salvador,2022,Life expectancy at birth for females (years),75.8
226,Equatorial Guinea,2010,Population annual rate of increase (percent),4.7
226,Equatorial Guinea,2010,Total fertility rate (children per women),5.2
226,Equatorial Guinea,2010,"Infant mortality for both sexes (per 1,000 live births)",79.6
226,Equatorial Guinea,2010,"Maternal mortality ratio (deaths per 100,000 population)",211
226,Equatorial Guinea,2010,Life expectancy at birth for both sexes (years),57.9
226,Equatorial Guinea,2010,Life expectancy at birth for males (years),56.3
226,Equatorial Guinea,2010,Life expectancy at birth for females (years),59.6
226,Equatorial Guinea,2015,Population annual rate of increase (percent),3.9
226,Equatorial Guinea,2015,Total fertility rate (children per women),4.8
226,Equatorial Guinea,2015,"Infant mortality for both sexes (per 1,000 live births)",68.1
226,Equatorial Guinea,2015,"Maternal mortality ratio (deaths per 100,000 population)",201
226,Equatorial Guinea,2015,Life expectancy at birth for both sexes (years),60.1
226,Equatorial Guinea,2015,Life expectancy at birth for males (years),58.3
226,Equatorial Guinea,2015,Life expectancy at birth for females (years),62.1
226,Equatorial Guinea,2020,Population annual rate of increase (percent),2.2
226,Equatorial Guinea,2020,Total fertility rate (children per women),4.3
226,Equatorial Guinea,2020,"Infant mortality for both sexes (per 1,000 live births)",58.5
226,Equatorial Guinea,2020,"Maternal mortality ratio (deaths per 100,000 population)",212
226,Equatorial Guinea,2020,Life expectancy at birth for both sexes (years),60.7
226,Equatorial Guinea,2020,Life expectancy at birth for males (years),58.8
226,Equatorial Guinea,2020,Life expectancy at birth for females (years),62.9
226,Equatorial Guinea,2022,Population annual rate of increase (percent),2.4
226,Equatorial Guinea,2022,Total fertility rate (children per women),4.2
226,Equatorial Guinea,2022,"Infant mortality for both sexes (per 1,000 live births)",53.8
226,Equatorial Guinea,2022,Life expectancy at birth for both sexes (years),61.2
226,Equatorial Guinea,2022,Life expectancy at birth for males (years),59.4
226,Equatorial Guinea,2022,Life expectancy at birth for females (years),63.3
232,Eritrea,2010,Population annual rate of increase (percent),2.2
232,Eritrea,2010,Total fertility rate (children per women),4.6
232,Eritrea,2010,"Infant mortality for both sexes (per 1,000 live births)",39
232,Eritrea,2010,"Maternal mortality ratio (deaths per 100,000 population)",480
232,Eritrea,2010,Life expectancy at birth for both sexes (years),63.8
232,Eritrea,2010,Life expectancy at birth for males (years),62
232,Eritrea,2010,Life expectancy at birth for females (years),65.5
232,Eritrea,2015,Population annual rate of increase (percent),0.8
232,Eritrea,2015,Total fertility rate (children per women),4.2
232,Eritrea,2015,"Infant mortality for both sexes (per 1,000 live births)",33.9
232,Eritrea,2015,"Maternal mortality ratio (deaths per 100,000 population)",399
232,Eritrea,2015,Life expectancy at birth for both sexes (years),66
232,Eritrea,2015,Life expectancy at birth for males (years),64
232,Eritrea,2015,Life expectancy at birth for females (years),68
232,Eritrea,2020,Population annual rate of increase (percent),1.8
232,Eritrea,2020,Total fertility rate (children per women),3.9
232,Eritrea,2020,"Infant mortality for both sexes (per 1,000 live births)",29.7
232,Eritrea,2020,"Maternal mortality ratio (deaths per 100,000 population)",322
232,Eritrea,2020,Life expectancy at birth for both sexes (years),67.1
232,Eritrea,2020,Life expectancy at birth for males (years),64.9
232,Eritrea,2020,Life expectancy at birth for females (years),69.3
232,Eritrea,2022,Population annual rate of increase (percent),1.7
232,Eritrea,2022,Total fertility rate (children per women),3.8
232,Eritrea,2022,"Infant mortality for both sexes (per 1,000 live births)",28.6
232,Eritrea,2022,Life expectancy at birth for both sexes (years),66.6
232,Eritrea,2022,Life expectancy at birth for males (years),64.5
232,Eritrea,2022,Life expectancy at birth for females (years),68.7
233,Estonia,2010,Population annual rate of increase (percent),-0.3
233,Estonia,2010,Total fertility rate (children per women),1.7
233,Estonia,2010,"Infant mortality for both sexes (per 1,000 live births)",4.1
233,Estonia,2010,"Maternal mortality ratio (deaths per 100,000 population)",8
233,Estonia,2010,Life expectancy at birth for both sexes (years),75.7
233,Estonia,2010,Life expectancy at birth for males (years),70.7
233,Estonia,2010,Life expectancy at birth for females (years),80.4
233,Estonia,2015,Population annual rate of increase (percent),0.2
